"Date","RegionID","RegionName","State","Metro","County","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
2016-09-30,6181,"New York","NY","New York","Queens",0,587200,0.00119352088661552,-0.00440827399118345,0.0422435214767483,0.0462013843013616,0.0119362960188445,"2016-05","2016-Q2",591900,-0.00794053049501605,"2016-03"
2016-09-30,12447,"Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",1,590400,0.0056208482370976,0.0156545673490452,0.072869343994185,0.0923555737520878,-0.00050671503359867,"2006-09","2006-Q3",593400,-0.00505561172901921,"2006-07"
2016-09-30,17426,"Chicago","IL","Chicago","Cook",2,214400,0.00657276995305164,0.0258373205741627,0.0268199233716475,0.0442067317853876,-0.0134540263362699,"2007-01","2007-Q1",247400,-0.13338722716249,"2004-09"
2016-09-30,13271,"Philadelphia","PA","Philadelphia","Philadelphia",3,131100,0.0123552123552124,0.0290423861852433,0.0728314238952537,0.0254841955013514,0.0123121986364869,"2016-09","2016-Q3",131100,0,"2016-09"
2016-09-30,40326,"Phoenix","AZ","Phoenix","Maricopa",4,197500,0.0071392146863845,0.0243775933609959,0.0911602209944751,0.140390074333194,-0.021161450649145,"2006-07","2006-Q3",245600,-0.195846905537459,"2005-06"
2016-09-30,18959,"Las Vegas","NV","Las Vegas","Clark",5,203300,0.00893300248138958,0.0246975806451613,0.0825346112886049,0.126837933282372,-0.0371631173527947,"2006-07","2006-Q3",298100,-0.318014089231801,"2004-04"
2016-09-30,54296,"San Diego","CA","San Diego","San Diego",6,542500,0.00370027752081406,0.00949013770003722,0.0402684563758389,0.0815961998169943,0.00347566627813145,"2005-10","2005-Q4",543200,-0.00128865979381443,"2005-10"
2016-09-30,38128,"Dallas","TX","Dallas-Fort Worth","Dallas",7,153900,0.0185307743216413,0.053388090349076,0.178407350689127,0.104804416775057,0.0246820564628878,"2016-09","2016-Q3",153900,0,"2016-09"
2016-09-30,33839,"San Jose","CA","San Jose","Santa Clara",8,823100,-0.000364342968180714,0.00231368728689722,0.0537703239021892,0.108222367782731,0.0186694952889142,"2016-08","2016-Q3",823400,-0.000364342968180714,"2016-08"
2016-09-30,25290,"Jacksonville","FL","Jacksonville","Duval",9,140800,0.00571428571428571,0.0195510499637944,0.0764525993883792,0.0594245656872654,-0.0225106385881308,"2006-11","2006-Q4",177800,-0.208098987626547,"2005-03"
2016-09-30,20330,"San Francisco","CA","San Francisco","San Francisco",10,1110000,-0.00251617541337168,-0.0113120156764942,0.0112973760932945,0.108700668648244,0.0354879038313276,"2016-03","2016-Q1",1130800,-0.0183940573045631,"2015-12"
2016-09-30,10221,"Austin","TX","Austin","Travis",11,305600,0.00229583469990161,0.00725115359261701,0.0790960451977401,0.0911219233835538,0.0488937598625336,"2016-09","2016-Q3",305600,0,"2016-09"
2016-09-30,17762,"Detroit","MI","Detroit","Wayne",12,38300,0.005249343832021,0.0213333333333333,0.0186170212765957,0.0107841653873597,-0.0682963957981731,"2005-12","2005-Q4",78700,-0.513341804320203,
2016-09-30,10920,"Columbus","OH","Columbus","Franklin",13,121900,0.0107794361525705,0.0278246205733558,0.0825932504440497,0.0439748528551227,0.000741323733762123,"2006-05","2006-Q2",122200,-0.00245499181669394,"2006-03"
2016-09-30,32811,"Memphis","TN","Memphis","Shelby",14,77300,0.0131061598951507,0.0306666666666667,0.123546511627907,0.0362273305693384,-0.0127683686958083,"2007-03","2007-Q1",89800,-0.139198218262806,"2002-08"
2016-09-30,24043,"Charlotte","NC","Charlotte","Mecklenburg",15,174200,0.00810185185185185,0.0253090052972337,0.0853582554517134,0.054346470837312,0.0133928381019461,"2016-09","2016-Q3",174200,0,"2016-09"
2016-09-30,17933,"El Paso","TX","El Paso","El Paso",16,112600,0.00177935943060498,0.00986547085201794,0.0162454873646209,0.00178572566417134,0.00125191638279842,"2007-12","2007-Q4",123700,-0.089733225545675,"2006-10"
2016-09-30,44269,"Boston","MA","Boston","Suffolk",17,505100,0.00657632522917497,0.0276703967446592,0.081816234739773,0.0827622505433649,0.0335301560424699,"2016-09","2016-Q3",505100,0,"2016-09"
2016-09-30,16037,"Seattle","WA","Seattle","King",18,594600,0.00524091293322063,0.0230557467309016,0.14126679462572,0.110419578889733,0.0304289250236516,"2016-09","2016-Q3",594600,0,"2016-09"
2016-09-30,11093,"Denver","CO","Denver","Denver",19,355800,0.00793201133144476,0.0304083405734144,0.0995055624227441,0.114200216561174,0.0465679684440468,"2016-09","2016-Q3",355800,0,"2016-09"
2016-09-30,41568,"Washington","DC","Washington","District of Columbia",20,518800,0.0071830712483013,0.0273267326732673,0.0485044462409054,0.076538352749572,0.0276122996737813,"2016-09","2016-Q3",518800,0,"2016-09"
2016-09-30,6118,"Nashville","TN","Nashville","Davidson",21,209500,0.0106126386878919,0.0361028684470821,0.137350705754615,0.0813414119486739,0.033081322736914,"2016-09","2016-Q3",209500,0,"2016-09"
2016-09-30,5976,"Milwaukee","WI","Milwaukee","Milwaukee",22,101300,0.014014014014014,0.0443298969072165,0.0765143464399575,0.0129247152845735,-0.0290272233097383,"2006-04","2006-Q2",136600,-0.258418740849195,"2003-06"
2016-09-30,7481,"Tucson","AZ","Tucson","Pima",23,153800,0.00457217504898759,0.013843111404087,0.0434192672998643,0.0435110237757355,-0.030063308103933,"2006-06","2006-Q2",209900,-0.267270128632682,"2004-12"
2016-09-30,13373,"Portland","OR","Portland","Multnomah",24,394800,0.0117888262429523,0.0519584332533973,0.191669182010263,0.11324471543717,0.0356609838644439,"2016-09","2016-Q3",394800,0,"2016-09"
2016-09-30,40152,"Omaha","NE","Omaha","Douglas",25,146100,0.00897790055248619,0.0202513966480447,0.0602322206095791,0.0335126148587481,0.0087579348626734,"2016-09","2016-Q3",146100,0,"2016-09"
2016-09-30,23429,"Albuquerque","NM","Albuquerque","Bernalillo",26,172300,0.00116211504938989,0.00701344243132671,0.0335932813437313,0.0085737039834759,-0.00831270339884116,"2007-10","2007-Q4",199700,-0.13720580871307,"2006-04"
2016-09-30,18203,"Fresno","CA","Fresno","Fresno",27,198500,0.00557244174265451,0.0216160576428204,0.0637727759914255,0.0920585702416146,-0.0339530133260647,"2006-05","2006-Q2",286600,-0.307397069085834,"2004-07"
2016-09-30,20288,"Sacramento","CA","Sacramento","Sacramento",28,279900,0.00574919151994251,0.0241492864983535,0.112922465208748,0.136998862821111,-0.0191190230329586,"2006-01","2006-Q1",352700,-0.20640771193649,"2004-08"
2016-09-30,19331,"Mesa","AZ","Phoenix","Maricopa",29,209500,0.00624399615754083,0.0209551656920078,0.0843685300207039,0.119954642963663,-0.0141548374554832,"2006-04","2006-Q2",245800,-0.147681041497152,"2005-08"
2016-09-30,46298,"Long Beach","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",30,525900,0.00209603658536585,0.00959877135726627,0.0689024390243902,0.079529112606219,-0.00526363499746452,"2006-07","2006-Q3",556900,-0.0556652899982043,"2005-10"
2016-09-30,18795,"Kansas City","MO","Kansas City","Jackson",31,111700,0.00269299820466786,0.00994575045207957,0.055765595463138,0.0149739205943447,-0.0334699699856595,"2007-07","2007-Q3",160100,-0.302311055590256,"1999-01"
2016-09-30,41515,"Virginia Beach","VA","Virginia Beach","Virginia Beach City",32,253200,0.00356718192627824,0.0115860966839792,0.0180940892641737,0.0150306765359551,-0.00757361826151925,"2007-04","2007-Q2",276200,-0.0832729905865315,"2005-09"
2016-09-30,4172,"Colorado Springs","CO","Colorado Springs","El Paso",33,236700,0.00766283524904214,0.025119099177133,0.0827996340347667,0.0532694724499003,0.0172449342290117,"2016-09","2016-Q3",236700,0,"2016-09"
2016-09-30,37211,"Atlanta","GA","Atlanta","Fulton",34,196200,0.00874035989717224,0.0288411116937598,0.105352112676056,0.0978898709236706,0,"2006-04","2006-Q2",198000,-0.00909090909090909,"2006-02"
2016-09-30,12700,"Miami","FL","Miami-Fort Lauderdale","Miami-Dade",35,296000,0.00543478260869565,0.0157858613589568,0.0481586402266289,0.124670132183951,-0.018919846653538,"2007-03","2007-Q1",374200,-0.208979155531801,"2005-07"
2016-09-30,13072,"Oakland","CA","San Francisco","Alameda",36,626500,0.0111362169141382,0.0309363172618068,0.118949812466512,0.156214404546547,0.0143507088408725,"2016-09","2016-Q3",626500,0,"2016-09"
2016-09-30,20859,"Tulsa","OK","Tulsa","Tulsa",37,108300,0.00557103064066852,0.0159474671669794,0.0576171875,0.0276360464231471,0.017556906717928,"2016-09","2016-Q3",108300,0,"2016-09"
2016-09-30,18615,"Honolulu","HI","Urban Honolulu","Honolulu",38,640500,0.00376116596144805,0.0207171314741036,0.0352351705188298,0.0475271490368605,0.0149812176111865,"2016-09","2016-Q3",640500,0,"2016-09"
2016-09-30,5983,"Minneapolis","MN","Minneapolis-St Paul","Hennepin",39,223500,0.0103978300180832,0.0261707988980716,0.0823244552058112,0.0611617297912881,0.00281721358791698,"2016-09","2016-Q3",223500,0,"2016-09"
2016-09-30,19594,"New Orleans","LA","New Orleans","Orleans",40,173500,0.0122520420070012,0.028452874925904,0.0521528198908429,0.0503739110169021,,"2016-09","2016-Q3",173500,0,"2016-09"
2016-09-30,50763,"Arlington","TX","Dallas-Fort Worth","Tarrant",41,168700,0.00776583034647551,0.0299145299145299,0.110599078341014,0.0722933786152486,0.0239852542990868,"2016-09","2016-Q3",168700,0,"2016-09"
2016-09-30,54047,"Raleigh","NC","Raleigh","Wake",42,210900,0.00764452938365982,0.0232896652110626,0.0667678300455235,0.040774992218513,0.017333537754854,"2016-09","2016-Q3",210900,0,"2016-09"
2016-09-30,7929,"Wichita","KS","Wichita","Sedgwick",43,114700,0.00087260034904014,0.0168439716312057,0.0351985559566787,0.02617298479284,0.0210837711800065,"2016-09","2016-Q3",114700,0,"2016-09"
2016-09-30,41176,"Tampa","FL","Tampa","Hillsborough",44,165200,0.00854700854700855,0.027363184079602,0.109469442578912,0.120811641955494,-0.0216399889739766,"2006-10","2006-Q4",206300,-0.199224430441105,"2005-07"
2016-09-30,16764,"Anaheim","CA","Los Angeles-Long Beach-Anaheim","Orange",45,545500,0.0059007929190485,0.0190547356622455,0.0702373945458113,0.0936253323242673,-0.0113885697291167,"2006-07","2006-Q3",612800,-0.109823759791123,"2005-06"
2016-09-30,47568,"Santa Ana","CA","Los Angeles-Long Beach-Anaheim","Orange",46,472600,0.00595998297147722,0.0176571920757967,0.0467331118493909,0.0986163399005531,-0.0254055538937825,"2007-01","2007-Q1",614700,-0.231169676264845,"2004-12"
2016-09-30,16846,"Aurora","CO","Denver","Arapahoe",47,265600,0.00644183402804093,0.0254826254826255,0.131175468483816,0.132139577138791,0.0374439303219953,"2016-09","2016-Q3",265600,0,"2016-09"
2016-09-30,6891,"Saint Louis","MO","St. Louis","Saint Louis City",48,110700,0.00911577028258888,0.0231053604436229,0.103688933200399,0.0157095430120475,-0.0147231931967834,"2007-04","2007-Q2",131700,-0.159453302961276,"2004-10"
2016-09-30,26529,"Pittsburgh","PA","Pittsburgh","Allegheny",49,116300,0.0121845082680592,0.0356188780053428,0.123671497584541,0.0654651789813825,0.0442893209881905,"2016-09","2016-Q3",116300,0,"2016-09"
2016-09-30,47401,"Riverside","CA","Riverside","Riverside",50,335600,0.00298864315600717,0.0157384987893462,0.0763309813983323,0.116075657396483,-0.0220905402669564,"2006-09","2006-Q3",419600,-0.200190657769304,"2005-03"
2016-09-30,12562,"Marietta","GA","Atlanta","Cobb",51,246200,0.00819000819000819,0.0279749478079332,0.0913120567375886,0.0658277012495112,0.0125648148828319,"2016-09","2016-Q3",246200,0,"2016-09"
2016-09-30,23482,"Anchorage","AK","Anchorage","Anchorage",52,293700,-0.00169952413324269,-0.00440677966101695,0.00927835051546392,0.0251485339520015,-0.000745993728376582,"2007-09","2007-Q3",302000,-0.0274834437086093,"2006-09"
2016-09-30,3506,"Bakersfield","CA","Bakersfield","Kern",53,212400,0.000471031559114461,0.0028328611898017,0.0109471680152308,0.0924570513490597,-0.0351251819332166,"2006-05","2006-Q2",312600,-0.320537428023033,"2004-10"
2016-09-30,20313,"Saint Paul","MN","Minneapolis-St Paul","Ramsey",54,182000,0.00998890122086571,0.0417859187178019,0.0891681627767804,0.079766727007236,-0.0085907376849842,"2006-05","2006-Q2",203200,-0.104330708661417,"2004-07"
2016-09-30,34303,"Toledo","OH","Toledo","Lucas",55,59000,0.00854700854700855,0.0369068541300527,0.0498220640569395,0.00446599705062911,-0.0336708093935087,"2006-04","2006-Q2",84800,-0.304245283018868,"1998-07"
2016-09-30,7081,"Silver Spring","MD","Washington","Montgomery",56,381500,0.00421163464069492,0.0100608948901244,0.0392263688368292,0.0322590756140149,-0.01458979836601,"2007-04","2007-Q2",447700,-0.147866875139602,"2005-03"
2016-09-30,25574,"Lexington","KY","Lexington","Fayette",57,160700,0.00626174076393237,0.0132408575031526,0.06635700066357,0.0288465855118949,0.0134517002004688,"2016-09","2016-Q3",160700,0,"2016-09"
2016-09-30,12970,"Newark","NJ","New York","Essex",58,219200,0.0209594783418724,0.0162262401483542,0.117227319062181,0.0311848887058093,-0.031182809569723,"2007-04","2007-Q2",314000,-0.301910828025478,"2004-08"
2016-09-30,47945,"Tallahassee","FL","Tallahassee","Leon",59,162500,0.00432632880098887,0.0207286432160804,0.0423348300192431,0.0237575170740516,-0.0167991096780693,"2006-11","2006-Q4",193200,-0.158902691511387,"2005-03"
2016-09-30,7266,"Stockton","CA","Stockton","San Joaquin",60,238000,0.00932994062765055,0.0276338514680484,0.0982925703737886,0.131187938878536,-0.0407782724628359,"2006-03","2006-Q1",376600,-0.368029739776952,"2004-03"
2016-09-30,53915,"Plano","TX","Dallas-Fort Worth","Collin",61,308600,0.00948642459928034,0.0331436223635755,0.122590032739178,0.091165445094187,0.0426708252545323,"2016-09","2016-Q3",308600,0,"2016-09"
2016-09-30,17384,"Chandler","AZ","Phoenix","Maricopa",62,268700,0.00448598130841121,0.0124340617935192,0.0463395638629283,0.0947252133896725,-0.0133653118817142,"2006-03","2006-Q1",314700,-0.146170956466476,"2005-07"
2016-09-30,12455,"Louisville","KY","Louisville/Jefferson County","Jefferson",63,114500,0.00262697022767075,0.0159716060337178,0.080188679245283,0.0337291200553469,0.0166199446057478,"2016-09","2016-Q3",114500,0,"2016-09"
2016-09-30,11867,"Henderson","NV","Las Vegas","Clark",64,262800,0.00844205679201842,0.0237631476431632,0.0682926829268293,0.115869783167526,-0.0279692736588072,"2006-04","2006-Q2",356400,-0.262626262626263,"2004-05"
2016-09-30,25934,"Modesto","CA","Modesto","Stanislaus",65,243900,0.00535861500412201,0.0269473684210526,0.0986486486486487,0.144505913342356,-0.0321021837725682,"2006-04","2006-Q2",349800,-0.302744425385935,"2004-06"
2016-09-30,32900,"Mobile","AL","Mobile","Mobile",66,107200,0.00280636108512629,0.012275731822474,0.0551181102362205,0.00263260507737773,-0.0117911213548664,"2008-01","2008-Q1",127200,-0.157232704402516,"2005-12"
2016-09-30,25320,"Jersey City","NJ","New York","Hudson",67,336200,0.00029753049687593,-0.00884433962264151,0.0212636695018226,0.0565142601006479,-0.00733910721504327,"2007-05","2007-Q2",369500,-0.0901217861975643,"2006-02"
2016-09-30,53060,"Lubbock","TX","Lubbock","Lubbock",68,116600,0.000858369098712446,0.00517241379310345,0.057116953762466,0.0188606906014566,0.0138658249480994,"2016-09","2016-Q3",116600,0,"2016-09"
2016-09-30,18298,"Glendale","AZ","Phoenix","Maricopa",69,200000,0.00806451612903226,0.026694045174538,0.0946907498631637,0.14303946707833,-0.0224185919350006,"2006-06","2006-Q2",251400,-0.204455051710422,"2005-06"
2016-09-30,24457,"Durham","NC","Durham","Durham",70,176800,0.00397501419647927,0.0160919540229885,0.0593169562612343,0.0271989202659484,0.0118193297586964,"2016-09","2016-Q3",176800,0,"2016-09"
2016-09-30,13121,"Orlando","FL","Orlando","Orange",71,157000,0.00770218228498075,0.0142118863049096,0.0872576177285319,0.108982673124595,-0.0377142935409185,"2006-09","2006-Q3",230600,-0.319167389418907,"2005-02"
2016-09-30,6210,"Norfolk","VA","Virginia Beach","Norfolk City",72,176100,0.00284738041002278,0.00686106346483705,0.0426287744227353,0.0177122398074483,-0.00948062825296647,"2007-05","2007-Q2",196600,-0.104272634791455,"2005-09"
2016-09-30,26922,"Saint Petersburg","FL","Tampa","Pinellas",73,165700,0.0115995115995116,0.0414833438089252,0.119594594594595,0.115115427182999,-0.0136950798752402,"2006-10","2006-Q4",190300,-0.12926957435628,"2005-07"
2016-09-30,53856,"Pensacola","FL","Pensacola","Escambia",74,121900,0.00411861614497529,0.00910596026490066,0.0374468085106383,0.0375120516111818,-0.0144504606261485,"2006-04","2006-Q2",142600,-0.145161290322581,"2005-04"
2016-09-30,18170,"Fort Wayne","IN","Fort Wayne","Allen",75,93500,-0.00106837606837607,-0.0219665271966527,0.0207423580786026,0.0152161144823517,-0.00719363020326846,"2006-11","2006-Q4",100600,-0.0705765407554672,"2002-04"
2016-09-30,11722,"Greensboro","NC",,"Guilford",76,124200,0.00404203718674212,0.0122249388753056,0.0307053941908714,0.0141042604826644,-0.000881380596007841,"2007-11","2007-Q4",126500,-0.0181818181818182,"2006-04"
2016-09-30,32503,"Lincoln","NE","Lincoln","Lancaster",77,152500,0.00262984878369494,0.00461133069828722,0.0338983050847458,0.0322823680705839,0.0157789886690651,"2016-09","2016-Q3",152500,0,"2016-09"
2016-09-30,20328,"San Bernardino","CA","Riverside","San Bernardino",78,234800,0.00729300729300729,0.0208695652173913,0.0880444856348471,0.137673067327538,-0.0337263590680854,"2006-08","2006-Q3",331700,-0.292131444075972,"2005-02"
2016-09-30,24225,"Corona","CA","Riverside","Riverside",79,428000,0.0056390977443609,0.0195331110052406,0.0395919358756376,0.0904477518310736,-0.0220123771864688,"2006-08","2006-Q3",536300,-0.201939213126981,"2004-08"
2016-09-30,51405,"Chula Vista","CA","San Diego","San Diego",80,475000,0.00295608108108108,0.0145237078171721,0.0700608245100248,0.0978772435118334,-0.0141583594890707,"2006-05","2006-Q2",560500,-0.152542372881356,"2004-08"
2016-09-30,44564,"Chesapeake","VA","Virginia Beach","Chesapeake City",81,244600,0.00245901639344262,0.00782859497321796,0.0119983450558544,0.0114194509572882,-0.00950046613359545,"2006-09","2006-Q3",269100,-0.0910442214790041,"2005-09"
2016-09-30,25104,"Hialeah","FL","Miami-Fort Lauderdale","Miami-Dade",82,203100,0.0124626121635095,0.0309644670050761,0.112876712328767,0.122828770853473,-0.0271299090229918,"2007-03","2007-Q1",274600,-0.260378732702112,"2005-06"
2016-09-30,398849,"Madison","WI","Madison","Dane",83,218500,0.00598526703499079,0.0143918291550604,0.0632603406326034,0.0345181271635169,0.00913868290696751,"2016-09","2016-Q3",218500,0,"2016-09"
2016-09-30,24741,"Fontana","CA","Riverside","San Bernardino",84,338300,0.00564803804994055,0.0122681029323758,0.0688783570300158,0.117174842797355,-0.0215860713539477,"2006-06","2006-Q2",423400,-0.20099196976854,"2005-04"
2016-09-30,31614,"Fort Myers","FL","Fort Myers","Lee",85,195100,0.010880829015544,0.0328215987294865,0.10039481105471,0.0995316031496454,-0.0313932844151149,"2006-04","2006-Q2",277600,-0.297190201729107,"2005-02"
2016-09-30,25428,"Knoxville","TN","Knoxville","Knox",86,121600,0.0108063175394846,0.0287648054145516,0.0473729543496985,0.0171291017242143,0.00834778548201465,"2014-06","2014-Q2",129000,-0.0573643410852713,"2013-05"
2016-09-30,52893,"Laredo","TX","Laredo","Webb",87,119500,-0.00582362728785358,0.00251677852348993,0.0688729874776386,0.0502949053943984,0.0128268746997229,"2016-08","2016-Q3",120200,-0.00582362728785358,"2016-07"
2016-09-30,26187,"North Las Vegas","NV","Las Vegas","Clark",88,189100,0.0123126338329764,0.0322052401746725,0.0861573808156232,0.139334004938612,-0.0414617806215076,"2006-04","2006-Q2",290400,-0.348829201101928,"2004-03"
2016-09-30,5573,"Lawrenceville","GA","Atlanta","Gwinnett",89,176200,0.00916380297823597,0.0232288037166086,0.0829748002458513,0.0818444212490554,-0.000622156338241808,"2007-01","2007-Q1",178700,-0.0139899272523783,"2006-05"
2016-09-30,11540,"Fremont","CA","San Francisco","Alameda",90,898900,0.00458202950379973,0.00864003590664273,0.0646689565320384,0.126006592055183,0.0304888151671334,"2016-09","2016-Q3",898900,0,"2016-09"
2016-09-30,52001,"Fayetteville","NC","Fayetteville","Cumberland",91,113100,0.00802139037433155,0.0272479564032698,0.0309936189608022,-0.0201227939417604,0.00813299669515466,"2011-09","2011-Q3",125200,-0.0966453674121406,"2009-12"
2016-09-30,7222,"Springfield","MO","Springfield","Greene",92,117300,0.00342172797262618,0.0077319587628866,0.0389725420726306,0.0164697617262775,0.00172121242700363,"2009-05","2009-Q2",120300,-0.0249376558603491,"2009-01"
2016-09-30,30258,"Arlington","VA","Washington","Arlington",93,625200,0.00144161460836136,0.00240500240500241,0.0174125305126119,0.0368190757953013,0.0130636965652879,"2016-04","2016-Q2",626200,-0.00159693388693708,"2016-03"
2016-09-30,12065,"Irving","TX","Dallas-Fort Worth","Dallas",94,170300,0.0167164179104478,0.0467117393976644,0.165639972621492,0.0874250295665202,0.023046787204301,"2016-09","2016-Q3",170300,0,"2016-09"
2016-09-30,4888,"Gilbert","AZ","Phoenix","Maricopa",95,285600,0.00421940928270042,0.0113314447592068,0.0408163265306122,0.10431182904898,-0.0143162683180503,"2006-03","2006-Q1",339700,-0.159258168972623,"2005-06"
2016-09-30,54346,"Scottsdale","AZ","Phoenix","Maricopa",96,416600,0.000720634158059092,0.00482392667631452,0.0420210105052526,0.0751381029290006,-0.0125748610379457,"2006-02","2006-Q1",480800,-0.133527454242928,"2005-06"
2016-09-30,13550,"Rochester","NY","Rochester","Monroe",97,67000,0.00149476831091181,0.0029940119760479,0.0291858678955453,0.0229978565281321,0.0157621318667585,"2016-03","2016-Q1",67300,-0.00445765230312036,"2016-03"
2016-09-30,41760,"Winston-Salem","NC","Winston-Salem","Forsyth",98,118200,0.00254452926208651,0.00767263427109974,0.0368421052631579,0.00939622309227039,-0.00453779041861313,"2008-04","2008-Q2",125900,-0.0611596505162828,"2005-05"
2016-09-30,52650,"Irvine","CA","Los Angeles-Long Beach-Anaheim","Orange",99,764100,0.000392772977219167,-0.00208959122371686,0.0223441263045223,0.065996538541405,0.000248999216535983,"2006-05","2006-Q2",781700,-0.022515031341947,"2006-01"
2016-09-30,6752,"Richmond","VA","Richmond","Richmond City",100,160700,0.0151610865445357,0.0361057382333978,0.0503267973856209,0.0340922516299096,0.00779103531962133,"2016-09","2016-Q3",160700,0,"2016-09"
2016-09-30,10477,"Boca Raton","FL","Miami-Fort Lauderdale","Palm Beach",101,307800,0.0065402223675605,0.0155064335202903,0.0580955654864215,0.0976207250083849,-0.0196322753597157,"2006-03","2006-Q1",393700,-0.218186436372873,"2005-02"
2016-09-30,13150,"Oxnard","CA","Ventura","Ventura",102,439800,0.00456829602558246,0.0147669589293955,0.0561959654178674,0.0882088404000769,-0.0286891140814366,"2006-05","2006-Q2",599200,-0.266021361815754,"2004-08"
2016-09-30,44282,"Bradenton","FL","North Port-Sarasota-Bradenton","Manatee",103,209000,0.00577478344562079,0.021505376344086,0.103484688489968,0.10131439334924,-0.019388292462429,"2006-01","2006-Q1",276400,-0.243849493487699,"2005-02"
2016-09-30,26967,"Santa Rosa","CA","Santa Rosa","Sonoma",104,507900,0.005941770647653,0.0209045226130653,0.0612202256581697,0.112457036487217,-0.00704354575868571,"2006-04","2006-Q2",561400,-0.0952974706091913,"2005-03"
2016-09-30,17759,"Des Moines","IA","Des Moines","Polk",105,120100,0.00586264656616415,0.0212585034013605,0.0498251748251748,0.0276289840580957,0.00513810222710553,"2016-09","2016-Q3",120100,0,"2016-09"
2016-09-30,13478,"Reno","NV","Reno","Washoe",106,300900,0.0138140161725067,0.0433425797503467,0.129928651896357,0.141873772705664,-0.0114131231413127,"2006-04","2006-Q2",353900,-0.149759819157954,"2004-12"
2016-09-30,20604,"Spokane","WA","Spokane","Spokane",107,162700,0.00993171942892613,0.0271464646464647,0.10230352303523,0.0386482617212978,0.00749073396668343,"2016-09","2016-Q3",162700,0,"2016-09"
2016-09-30,10210,"Augusta","GA","Augusta","Richmond",108,80700,0.0049813200498132,0.0150943396226415,0.0228136882129278,0.00174390696059357,-0.0100751929973886,"2007-12","2007-Q4",92100,-0.123778501628664,"2004-08"
2016-09-30,27362,"Tacoma","WA","Seattle","Pierce",109,233600,0.0121317157712305,0.0354609929078014,0.136739659367397,0.0720073890664239,0.0000856567784939255,"2007-06","2007-Q2",243800,-0.0418375717801477,"2006-10"
2016-09-30,11671,"Grand Rapids","MI","Grand Rapids","Kent",110,121700,0.0124792013311148,0.0401709401709402,0.11651376146789,0.093890654174408,0.00735558205143438,"2016-09","2016-Q3",121700,0,"2016-09"
2016-09-30,6285,"Oceanside","CA","San Diego","San Diego",111,466600,0.00842878755132915,0.0243688254665203,0.063596991110098,0.0902575233724972,-0.00607168575376404,"2006-04","2006-Q2",510300,-0.0856359004507153,"2004-11"
2016-09-30,24821,"Gainesville","FL","Gainesville","Alachua",112,156100,0.00774693350548741,0.0242782152230971,0.0878048780487805,0.025997903064281,-0.0207417999067886,"2006-11","2006-Q4",193600,-0.193698347107438,"2005-04"
2016-09-30,14701,"Woodbridge","VA","Washington","Prince William",113,291400,0.00586813945460822,0.0163934426229508,0.0388591800356506,0.0450306017346676,-0.0240977104210218,"2006-01","2006-Q1",388300,-0.249549317537986,"2004-09"
2016-09-30,53673,"Ocala","FL","Ocala","Marion",114,117300,0.00859845227858985,0.0343915343915344,0.112903225806452,0.0895343595529299,-0.0359717397133832,"2006-12","2006-Q4",170200,-0.310810810810811,"2005-02"
2016-09-30,45457,"Glendale","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",115,739000,0.00162645703442667,0.00571584104518236,0.0674563050700563,0.0776749283619207,0.00736704465969451,"2016-09","2016-Q3",739000,0,"2016-09"
2016-09-30,3737,"Boise","ID","Boise City","Ada",116,201500,0.00198906016907011,0.012054244098443,0.108970831040176,0.0829176964521907,-0.00172057788099123,"2007-05","2007-Q2",215700,-0.0658321743161799,"2006-08"
2016-09-30,24960,"Greenville","SC","Greenville","Greenville",117,151100,0.00867823765020027,0.0271923861318831,0.0886167146974063,0.04116485853526,0.0222948770462252,"2016-09","2016-Q3",151100,0,"2016-09"
2016-09-30,10417,"Birmingham","AL","Birmingham","Jefferson",118,61000,0.00328947368421053,-0.00326797385620915,-0.0317460317460317,-0.0061156825234322,-0.0160317889972322,"2007-10","2007-Q4",73600,-0.171195652173913,"2003-03"
2016-09-30,6909,"Salt Lake City","UT","Salt Lake City","Salt Lake",119,256800,0.00903732809430255,0.0304975922953451,0.0960307298335467,0.0541285764885695,0.017641070833442,"2009-05","2009-Q2",271100,-0.0527480634452232,"2008-11"
2016-09-30,25218,"Huntington Beach","CA","Los Angeles-Long Beach-Anaheim","Orange",120,746900,0.000401821591213501,0.00497847147470398,0.0331996126711855,0.0662736125110455,-0.00280793122074152,"2006-05","2006-Q2",788400,-0.0526382546930492,"2005-10"
2016-09-30,30141,"Akron","OH","Akron","Summit",121,63700,0.0127186009538951,0.0224719101123596,0.0307443365695793,0.00126064062581244,-0.0246991272025575,"2005-10","2005-Q4",82600,-0.228813559322034,"1998-01"
2016-09-30,47426,"Rockford","IL","Rockford","Winnebago",122,77600,0.00388098318240621,0.00910273081924577,0.0388219544846051,-0.0228331770725274,-0.034289610799684,"2007-08","2007-Q3",112900,-0.312666076173605,"1999-01"
2016-09-30,54288,"Salinas","CA","Salinas","Monterey",123,404800,0.012,0.0374167093798052,0.0840921264059989,0.132912035008785,-0.0376712131541689,"2006-04","2006-Q2",611700,-0.338237698218081,"2004-04"
